id,object_id,qualification,roles,productionPlaces,maker_name
4667,2fad199c029a1101ed73,mentioned on object,print maker,,Aegidius Sadeler
4668,2fae9aece7efe000a156,attributed to,,,Hill & Adamson
4669,2faf2020721b5b342c69,mentioned on object,print maker,Amsterdam,Jacob Taanman
4670,2fb520889ee162b61646,,painter,Southern Netherlands,anonymous
4671,2fb544a672ab0f008fa8,workshop of,print maker,Amsterdam,Bernard Picart
4672,2fb5f987b9ba23edc747,,,,L. Cairol
4673,2fba4e47ef88c811942d,,painter,,Roelant Roghman
4674,2fc02feceae6191bc902,mentioned on object,print maker,Amsterdam,Bernard Picart
4675,2fc475383c3c17449337,,print maker,,Gerard de Jode
4676,2fc91083f32e21e2e1c9,,print maker,Northern Netherlands,Mathias de Sallieth
4677,2fcaec38df4840f020d2,,,unknown,anonymous
4678,2fcbde8d9e08135487e7,mentioned on object,,,Bernard de Jong
4679,2fd2975c04b43601ad6f,mentioned on object,,,Alfredo Noack
4680,2fd2a0e62b2d55ee6779,attributed to,,Amsterdam,Johanna Margaretha Piek
4681,2fd3e232d5ccbf5a4211,,,,anonymous
4682,2fd48c74c6806029074a,,print maker,Amsterdam,Jan Luyken
4683,2fd7161b3ac2da952226,,,,anonymous
4684,2fdb19f8e00e6cfb6e3a,,painter,,Cornelis Pronk
4685,2fde29c972f8278e335a,,painter,,Margaretha Roosenboom
4686,2fe227ad74d583e0ec37,attributed to,print maker,Haarlem,Dirck Volckertsz. Coornhert
4687,2fe31f3665670ac673ea,mentioned on object,,Amsterdam,Fotobureau Holland
4688,2fe52e024a042d74e463,,painter,France,anonymous
4689,2fe91cff3586cd829a7b,mentioned on object,print maker,Rome,Johannes Valdor (II)
4690,2fec06f3a0de6459a49d,,painter,,Philips Wouwerman
4691,2fed9a2c17d881736e3e,mentioned on object,print maker,Amsterdam,Abraham Rademaker
4692,2ff19fabdd1bd34daf9c,mentioned on object,,Haarlem,Munnich & Ermerins
4693,2ff1c17f4c609b9f2077,,print maker,Netherlands,anonymous
4694,2ff30bd8e1f1fa02fbaa,,,,Willem Diepraam
4695,2ff30f61cf7bd2f056e1,,,Amsterdam,anonymous
4696,2ff465b3728db0273916,mentioned on object,print maker,Venice,Johann Sadeler (I)
4697,2ff5c25a12e938f3d30d,,painter,,Jozef Israëls
4698,2ff5d9eaaa6fce1bfbba,attributed to,painter,,Antonio da Vendri
4699,2ff5ef04bedb741e63a5,mentioned on object,print maker,Antwerp,Erasmus Quellinus (II)
4700,2ffe75ca2ac08e6250aa,mentioned on object,,,James Craig Annan
4701,300351c5c980b6fcd868,,,Suriname,Théodore van Lelyveld
4702,30042631d62afc4780dc,,,,Abd Al-Ghaffar
4703,3004603f59eb4c88d16d,mentioned on object,print maker,unknown,Johann Sadeler (I)
4704,3007d2fc8bdae400c456,attributed to,,The Hague,Andries Jager
4705,300b4e192cc0e2064b18,mentioned on object,print maker,Rome,Robert van Audenaerd
4706,300cb22171c49078a9fe,circle of,,Netherlands,Adolphe Burdet
4707,300f8a7f14c305783779,workshop of,print maker,Amsterdam,Bernard Picart
4708,300fa64c94e0ff7309b9,workshop of,print maker,Amsterdam,Bernard Picart
4709,3010a2372cc4cbeb2e86,,print maker,Netherlands,Philippus Velijn
4710,30126b7faf55a6b78013,,,,anonymous
4711,301503a54997684a7782,,print maker,Amsterdam,Roelant Roghman
4712,30163e4c3d3f0aa07437,possibly,print maker,Northern Netherlands,Romeyn de Hooghe
4713,3018e85dff94af38cd25,mentioned on object,,France,Alphonse-Louis Poitevin
4714,301a8ddaa17b78a89555,attributed to,,,anoniem (Monumentenzorg)
4715,301c21bbbc8a2bfa4750,mentioned on object,,Brussels,Joseph Maes
4716,301fd6c05ce19fc0d547,mentioned on object,print maker,Japan,Tsukioka Yoshitoshi
4717,3022f3c72a346f89aad2,,painter,,Gabriël Metsu
4718,3026dcffaa0045f8fcae,mentioned on object,print maker,Southern Netherlands,Cornelis van Caukercken
4719,302d4de520adbca2bf20,,,,Martin Roemers
4720,302e8d2c3d17ab71ac24,mentioned on object,print maker,Arnhem,Barentie Willem Dietz
4721,30324fd2906719a1aece,,print maker,Netherlands,anonymous
4722,3032d9b68b3f34692751,,print maker,Low Countries,Johannes of Lucas van Doetechum
4723,303566d6c930a707f329,mentioned on object,,,Bourne & Shepherd
4724,3039ef81a64b8e1430ca,,painter,,Emanuel de Witte
4725,303b4cdd8f16ca76072a,,print maker,Northern Netherlands,anonymous
4726,303c8ed066c4543d4cbc,,painter,,Joris van Schooten
4727,3044bbac13326cab8df0,,,Suriname,Théodore van Lelyveld
4728,30464b71d5322b9eaf19,,,,Francis Bedford
4729,3046920f46f141805db5,attributed to,,Brussels,Jacques Lalaing
4730,30506dfe5a71fe93318a,mentioned on object,print maker,Italy,Bartolomeo Biscaino
4731,305560b08b1d30586f53,mentioned on object,,,Idanus Hendrikus Slaterus
4732,30582aca87eb19f32ace,mentioned on object,print maker,Northern Netherlands,Jan van Vianen
4733,3058c57bcb2657b598a8,,print maker,Netherlands,Romeyn de Hooghe
4734,305aec9d4eec3f9a959a,attributed to,,Java,Woodbury & Page
4735,305fbef5f29116f4729c,,print maker,France,anonymous
4736,306029b3afa0dfbe3fe6,,,Netherlands,Jacob Olie jr.
4737,306548fc71db042f089e,mentioned on object,print maker,Southern Netherlands,Cornelis Galle (I)
4738,306e3f8e0972da48dafb,attributed to,,France,Paul Marès
4739,306fb6508e3328041b52,signed by artist,painter,Amsterdam,Anthony Oberman
4740,30730b941b7562f54382,,painter,,Jan Weenix
4741,307448f68cdaceccdc74,,,,anonymous
4742,307570f359ad1945784f,mentioned on object,print maker,unknown,Johann Sadeler (I)
4743,30793aac80206b9c59a5,,print maker,Netherlands,Pieter van der Heyden
4744,307cf7078f92f3ab3c9c,mentioned on object,,Paris,Constantin et Cie
4745,307d3f00e565afa436ef,,print maker,Northern Netherlands,Simon Frisius
4746,3094f75eec7dbac351d4,mentioned on object,,Netherlands,Richard Tepe
4747,309971a6e873103f6e1f,mentioned on object,,France,frères Moreau
4748,3099d3c8f279b7751fc3,workshop of,print maker,Amsterdam,Bernard Picart
4749,309e11c395312b82e770,mentioned on object,print maker,Amsterdam,Jan Harmensz. Muller
4750,30a32fd0d9711f1237f3,,,,anonymous
4751,30a55bc7b7c0b357bf19,workshop of,print maker,Amsterdam,Bernard Picart
4752,30a90c425c7b72317cac,mentioned on object,print maker,,Hermanus Veelwaard (I)
4753,30ab239d8d64ba30d866,,,,anonymous
4754,30ad508990320e122738,,,,anonymous
4755,30afc0212e0970cd5559,mentioned on object,print maker,Netherlands,Boëtius Adamsz. Bolswert
4756,30b3ca44d49067ba342f,,print maker,Netherlands,Boëtius Adamsz. Bolswert
4757,30bf8513b49d27c86516,mentioned on object,print maker,,Johann Heinrich Maria Hubert Rennefeld
4758,30c21104b2e11b814dcd,mentioned on object,print maker,Germany,Heinrich Aldegrever
4759,30c3e424f3d273820f63,,print maker,Cologne,Crispijn van de Passe (I)
4760,30c64e81c8a3b052b1ec,falsification of,painter,,anonymous
4761,30c6d8340f85e9db7658,,painter,Netherlands,Jan Willem Pieneman
4762,30c778faef2424740817,mentioned on object,,Utrecht,Willem Cornelis van Dijk
4763,30ca9facbb5b087a72d3,mentioned on object,,Amsterdam,Cor Jaring
4764,30cb04f8f188da4951d9,attributed to,,,Willem Frederik Piek Jr.
4765,30cdd44cb024922a9508,,,,anonymous
4766,30ce63882214197e0305,signed by artist,painter,Amsterdam,Jan Adam Kruseman
4767,30cff6c4e10b738bbd59,,print maker,Southern Netherlands,anonymous
4768,30d863bfda981b73ee33,mentioned on object,painter,,Coen Metzelaar
4769,30d90fd392bf48c35e37,,,Paris,Édouard Denis Baldus
4770,30db1a689e541a90d87f,,print maker,,anonymous
4771,30dc7a8fe4f325fdf5a0,,,,anonymous
4772,30df5b7c3dd7b38cde83,mentioned on object,print maker,Netherlands,Reinier Vinkeles (I)
4773,30e21758523202f2c445,,print maker,Northern Netherlands,anonymous
4774,30e2280babb2b4de0abc,mentioned on object,,,W.L.H. Skeen & Co.
4775,30e282ce7fa5c29d86ae,mentioned on object,print maker,Venice,Johann Sadeler (I)
4776,30e3ae625f174428bf0b,,painter,,Dirck van Bergen
4777,30e71c3639488db1473d,,painter,Netherlands,Richard Nicolaüs Roland Holst
4778,30e886b16cbcb82849a8,,,,anonymous
4779,30f219e6143785360eeb,,,,anonymous
4780,30f378b2a4a36f04ef79,,,Naples,Giorgio Sommer
4781,30f46a1db1ad9ee3a1ef,,print maker,Netherlands,anonymous
4782,30f83cbb98dba39f2bb3,,,Suriname,Willem Diepraam
4783,30f8ef090ddf7022c3d0,mentioned on object,print maker,,George Jooss
4784,30fc73acdecec8df4fd0,mentioned on object,,,Albrecht Dürer
4785,30fcd2a3447b79874340,,painter,,Arnold Houbraken
4786,310102de5bd61b4ff4e3,mentioned on object,print maker,Antwerp,Pieter van der Heyden
4787,31028e6f6c8c2e79f8e7,,print maker,,Aegidius Sadeler
4788,310400a63be04c1cb5c2,,painter,,Moses ter Borch
4789,3109c335428b57b08af5,,painter,,Louis Meijer
4790,310cd110efd7ef6772d4,,,Venice,Carlo Naya
4791,311255027b4c7d007a82,attributed to,,France,anonymous
4792,31166ccd4d0fbac78db4,possibly,print maker,,François Stuerhelt
4793,311c92d91f141c9c7d18,,,Paris,G. Dangereux
4794,311ca83f57735dcb8208,,,Antwerp,Johann Sadeler (I)
4795,311eaab9daeb04620b78,,print maker,Antwerp,Johann Sadeler (I)
4796,31202f7e5bd8a8763a3b,,,Java,Isidore Kinsbergen
4797,31249c9a305d66a983d7,,print maker,,Daniël Veelwaard (I)
4798,3128178d9deb24ce038d,,painter,,Johannes Torrentius
4799,312b8c930bfcd6babb07,,,Netherlands,Jacob Olie jr.
4800,3131d21a9fe2aaf39f59,mentioned on object,print maker,Venice,Raphaël Sadeler (I)
4801,3140d4bd969c977c2997,mentioned on object,,,Kornelis Willem Schorteldoek
4802,31410125ea29ff4982e7,possibly,print maker,,Esaias van de Velde
4803,3145c22b7d34d9e5c264,,print maker,Amsterdam,Jan Luyken
4804,3148d8c1532f5053996b,,,Netherlands,Jacob Olie jr.
4805,314a3d6d2243988d349f,mentioned on object,,,Auguste Salzmann
4806,31587a6b4f16191eaef1,circle of,,Netherlands,Adolphe Burdet
4807,3158b92463691d123705,mentioned on object,print maker,Paris,Theodoor van Thulden
4808,315b050f7543e5faa4d2,,,,Bonfils
4809,315cd2112440a137b2fb,,,,anonymous
4810,315d98d598c6274beb57,,print maker,,Daniël Veelwaard (I)
4811,31601a9d07c5b5489793,,painter,England,anonymous
4812,31644012accc9a0d949c,mentioned on object,,France,Étienne Neurdein
4813,31670589ea8e643ab154,,,,anonymous
4814,31687bfd22aa0d340b7c,mentioned on object,,,Stafhell & Kleingrothe
4815,316a60e1137da9718d74,manner of,painter,,Joos de Momper (II)
4816,316bf888bbbea46bf648,signed by artist,,,Samuel Bourne
4817,31715a2a737d6dbd0660,workshop of,print maker,Netherlands,Jacob de Gheyn (II)
4818,3173b12493564674ec29,mentioned on object,,Paris,Erwin Hanfstaengl
4819,3173bbf050afcc798b43,mentioned on object,,Amsterdam,Albert Greiner
4820,3174867004e6271716eb,,painter,Northern Netherlands,Govert Flinck
4821,317826ee4f2095eb4858,,painter,,Abraham Alewijn (1673-1735)
4822,317b121dff9c0d656f39,mentioned on object,,Great Britain,Maull & Polyblank
4824,317b1ba40736e5e2a3d8,possibly,,,A.J.M. Mulder
4823,317b1ba40736e5e2a3d8,attributed to,,,anoniem (Monumentenzorg)
4825,318086d6f63f231acf20,,print maker,,anonymous
4826,31822a972542081b8cea,mentioned on object,print maker,Amsterdam,Daniël Veelwaard (I)
4827,3183b5d2e75a799c2604,attributed to,,Brussels,Jacques Lalaing
4828,3183cce8c54e30e1381a,,painter,,Friedrich Reclam
4829,3184afdb564c079b72ef,mentioned on object,print maker,Antwerp,Johann Sadeler (I)
4830,318611074083fce22c63,signed by artist,,,Samuel Bourne
4831,318cab36087688d85f29,,painter,Amsterdam,Jurriaan Andriessen
4832,318d97814f5771844fbc,mentioned on object,print maker,Venice,Johann Sadeler (I)
4833,3191a1eba13d1ad69ad4,,,Netherlands,anonymous
4834,31928ec95ad285672293,,,Netherlands,Henry Pauw van Wieldrecht
4835,3192ae35fc73ac15e899,mentioned on object,print maker,,Johann Sadeler (I)
4836,3198405dd4f5d5de511b,,,Netherlands,anonymous
4837,319b3283940603ac5839,attributed to,,Maastricht,anoniem (Monumentenzorg)
4838,319b91a11cfdea3578f4,,painter,,Paulus Moreelse
4839,319da71dfad06ec150af,,,,anonymous
4840,31a04f7500033d728ebf,,painter,,Ignacio de Iriarte
4841,31a2228d855a732a6845,,painter,,Louis Mettling
4842,31a45a142790cf87c042,,print maker,,Aegidius Sadeler
4843,31ad147e3c441d176092,,print maker,The Hague,Hendrik Pola
4844,31ad174bcdf8f30395d4,mentioned on object,,Paris,François Joseph Delintraz
4845,31adbcb6346c72ba86b6,,,Paris,Paul Nadar
4846,31af2e9a3358dcd27914,mentioned on object,,Netherlands,Richard Tepe
4847,31b5a391cc51d34ab6b3,,,Suriname,Willem Diepraam
4848,31bc2cb27ff82e8f85fd,possibly,,,O. Hisgen & Co.
4849,31be722094c55cf66c30,mentioned on object,print maker,Northern Netherlands,Henrick Rochuszn van Dagen
4850,31bf2716c8b2872dbae7,,painter,,Gerard Dou
4851,31c09aa0997b0790a2d5,mentioned on object,print maker,Northern Netherlands,H. Roucoma
4852,31c94426c9d56a3fd1db,,,Netherlands,Jacob Olie jr.
4853,31d029013a8e989411e8,,,,Geldolph Adriaan Kessler
4854,31d21e6ef82f2ebe4fbb,mentioned on object,,Netherlands,Richard Tepe
4855,31d3487f1fda997ca3dd,copy after,painter,,Simon Henrixz
4856,31d3b727b4583a7d5e53,possibly,,,O. Hisgen & Co.
4857,31d4c6f32eaa92278641,mentioned on object,painter,Netherlands,Théophile de Bock
4858,31dbcdfc4887559c7a0e,,painter,,Johannes Lingelbach
4859,31dc2c6bb6cf8bc3de78,,print maker,,Theodorus van Kessel
4860,31df00a31c74c5852aee,,,China,anonymous
4861,31df90fc0d78f5f22eb1,,painter,,Adriaen van de Velde
4862,31e06ac7ad9d18a9b76c,mentioned on object,print maker,,Pierre Denis Plumier
4863,31e4eb880d45d8c3223d,,,Netherlands,Jacob Olie jr.
4864,31e7ea989adccd8757df,,painter,,Cornelis Dusart
4865,31eb9a8c55dac48ab6d0,,print maker,Northern Netherlands,Cornelis Brouwer
4866,31f60efe3b216c2e1eb3,mentioned on object,print maker,Venice,Raphaël Sadeler (I)
4867,31fb70aeb8d3532b3b0f,,print maker,Netherlands,anonymous
4868,31ff64cc422d4278d5ca,mentioned on object,painter,,Johan Heinrich Neuman
4870,3202325a5f3b58d287b9,possibly,,,A.J.M. Mulder
4869,3202325a5f3b58d287b9,attributed to,,,anoniem (Monumentenzorg)
4871,3208424467a51059f045,,painter,,Hendrik Stokvisch
4872,320aef33f3c7e153ba17,,,,Bonfils
4873,320ca7d51207cf784841,,,Netherlands,Crispijn van den Broeck
4874,320e9d035d55593d93fb,mentioned on object,print maker,Italy,Gijsbert van Veen
4875,32100d9e40c7449ec0c3,,painter,,Adriaen Pietersz. van de Venne
4876,321406a673a2b57fd295,,painter,Northern Netherlands,anonymous
4877,321adebd164d252540e5,,painter,,Nicolaas Reyers
4878,321b2c1fb8f2a98b3e8c,,print maker,Haarlem,Hendrick Goltzius
4879,32204959de47695ed3ad,mentioned on object,print maker,Amsterdam,Daniël Stopendaal
4880,3222222eb9f48c80618e,mentioned on object,print maker,Antwerp,Paulus Pontius
4881,32316fe111d9975bf683,,,,Francis Bedford
4882,3233d4d18625a2e20c59,,,Suriname,Théodore van Lelyveld
4883,3234547ad283360fedcb,workshop of,print maker,Amsterdam,Bernard Picart
4884,323697eeade36aa3744d,,painter,,anonymous
4885,32378181272856e0a743,mentioned on object,print maker,Japan,Tsukioka Kôgyo
4886,323821687698bc4edfbe,,print maker,Belgium,Jozef Van Ruyssevelt
4887,3238498dcbd986736a9b,mentioned on object,,,Bonfils
4888,323beef0866732aa4192,mentioned on object,print maker,Paris,Bernard Picart
4889,323dfb824ab9d42b1194,mentioned on object,,,Roelof Pieters Lammers
4890,3240f8df83e80ce07595,,,Surabaya,Herman Salzwedel
4891,32483871ddc68dfe5103,attributed to,painter,,Salomon Mesdach
4892,324af7309dbc8251645c,mentioned on object,,Pompeii,Giorgio Sommer
4893,324bddf14743026caeb2,,,,anonymous
4894,324be926e0ff5607014e,mentioned on object,print maker,,Raphaël Sadeler (II)
4895,3250b0c92e98e00fad17,mentioned on object,,,Victor Beckers
4896,3251df00660ee0e26a79,,print maker,Amsterdam,Wouter Johannes van Troostwijk
4897,3258c991e17dd3c93a52,,,Suriname,Augusta Curiel
4898,325bc2a9b75ffce4ea88,possibly,,,Barend Groote
4899,325bf2b0c940009cb103,,,,anonymous
4900,325bf548e97d77f976b8,,intermediary draughtsman,,Bernard Picart
4901,325bfbe938718174a9d9,,,,A.W. Möller
4902,325ea1991f7e5379ed9f,attributed to,,Norway,Paul Güssfeldt
4903,325ea416adcb95f038ff,,,Netherlands,Richard Tepe
4904,32678441f1268d37994e,mentioned on object,print maker,Netherlands,Elias van den Bossche
4905,3268b38106f3e4262927,,painter,,Jacob Joseph Eeckhout
4907,326a108845b11d6f35a7,mentioned on object,publisher,Rome,Libreria Spithöver
4906,326a108845b11d6f35a7,,,Rome,anonymous
4908,326f46ba4bc9e7698de6,mentioned on object,,,Bonfils
4909,3270bc7eb8294537c4f6,attributed to,,Amsterdam,Johanna Margaretha Piek
4910,3274017bb558976e436e,mentioned on object,print maker,Amsterdam,Jan Frederik Christiaan Reckleben
4911,3276e4d2d98731104abe,,,Suriname,Théodore van Lelyveld
4912,3278c192ca3b34cbd3f2,,,Netherlands,Jacob Olie jr.
4913,3278d6cd57189debd84c,attributed to,,,Willem Frederik Piek Jr.
4914,328222e7e0155e2af284,attributed to,,Brussels,Jacques Lalaing
4915,32859580c9d444b5f035,mentioned on object,,,M. Finck
4916,328a1cea3c74faf83a26,,painter,,Simon Ruys
4917,328a2c4b951ef4217e06,attributed to,,,Joseph Albert
4918,328d7d3754eaf12c72a0,,,,Atelier Kurkdjian
4919,328f171263d3178db93a,mentioned on object,,The Hague,Delboy & Baer
4920,3290214604b5905e8795,,print maker,,Raphaël Sadeler (I)
4921,3296cecd132f99aab6a1,mentioned on object,,,Joseph Albert
4922,329bc23f351f169cf8e9,mentioned on object,print maker,Amsterdam,Johann Heinrich Maria Hubert Rennefeld
4923,32a48537fb670d047044,possibly,,Norway,Paul Güssfeldt
4924,32a80586b0e1ac232f4c,,print maker,Netherlands,anonymous
4925,32aa3252b859d14dd919,signed by artist,print maker,Belgium,Jozef Van Ruyssevelt
4926,32ace2fcde72ab1cbdb6,,print maker,Netherlands,anonymous
4927,32acfc8384a84a523d50,mentioned on object,print maker,Venice,Pieter Valck
4928,32af4e214c7b4390262a,mentioned on object,,France,Séraphin-Médéric Mieusement
4929,32afda44b6fe80dd6684,mentioned on object,print maker,Germany,Raphaël Sadeler (I)
4930,32b681576f4c1d98600f,mentioned on object,print maker,Antwerp,Johann Sadeler (I)
4931,32b6cdc3198c64feb87e,,painter,Batavia,anonymous
4932,32b80f62ee56ac670ba6,,,Amsterdam,Coen Tasman
4933,32bb2ee0c3415ec4debd,,painter,,Arnoud van Halen
4934,32bba25b7b846181571f,,,unknown,anonymous
4935,32bc0b18a3961c3dffdd,mentioned on object,publisher,France,Adolphe Giraudon
4936,32bd288497acf765dd1c,,,,Philip Henry Delamotte
4937,32bf3004e2b81e174046,,,,L. Heldring
4938,32c73ee2495547aeb26a,mentioned on object,,London,Hugh Owen
4939,32c7655e3d0305a5c323,mentioned on object,,Augsburg,Carl Jochaff
4940,32cd01bd3e81618ea962,,,Brussels,Jules Géruzet (fotograaf)
4941,32cf284b5b9572792999,,painter,,Johannes Bosboom
4942,32d15c9a8dcdcb24158a,,painter,,Roelof Jansz. van Vries
4943,32d46d2134704cbeb8df,workshop of,print maker,Haarlem,Hendrick Goltzius
4944,32d5d5458782b1fbef7d,,print maker,,anonymous
4945,32ded703c40a925f7a81,mentioned on object,print maker,Venice,Johann Sadeler (I)
4946,32e06474db06fc1e4810,mentioned on object,painter,Netherlands,Willem Hendrik Schmidt
4947,32e3159855971e83a54d,possibly,print maker,Netherlands,Jan van Call (I)
4948,32e889c93c9880f191dd,mentioned on object,,Amsterdam,Guy de Coral & Co.
4949,32ea34386b8e2f1688cf,,painter,Northern Netherlands,anonymous
4950,32eb50bd26a1d762d567,,print maker,Northern Netherlands,anonymous
4951,32ec0698c76a0161f950,,,,anonymous
4952,32ecc06bf49b0a95b923,,painter,,Cornelis Troost
4954,32eed2b47a3e3e81be63,mentioned on object,,,P. Moithey (l'ainé)
4953,32eed2b47a3e3e81be63,mentioned on object,print maker,,P. Moithey (l'ainé)
4955,32ef66dc5ebdbca08cfe,,,,Jacob Olie jr.
4956,32f09ff2dc32b5e80c3c,,print maker,Northern Netherlands,Simon Frisius
4957,32f597c1e07454e7b44e,workshop of,print maker,Haarlem,Hendrick Goltzius
4958,32f5a8745cda628f5b12,attributed to,,,anoniem (Monumentenzorg)
4959,32f5a8745cda628f5b12,possibly,,,A.J.M. Mulder
4960,32f5be086a1a8b6a00a6,mentioned on object,print maker,Southern Netherlands,Pieter van der Heyden
4961,32f75d4b8011a6ef8643,,,England,anonymous
4962,32f8111e44b531138dfe,,print maker,Southern Netherlands,anonymous
4963,32f87b67bbb2d8348870,,publisher,unknown,Raphaël Sadeler (I)
4964,32f982eb7d3cc3c6e777,,painter,,Johannes Lingelbach
4965,32f9a443ec821a7b1b71,mentioned on object,,,Fratelli Alinari
4966,32ff7ba1633b3f23dea6,mentioned on object,print maker,Paris,Theodoor van Thulden
4967,3309cc28bd60a19d2639,workshop of,print maker,Amsterdam,Bernard Picart
4968,330a2deab07729c2ea63,mentioned on object,,,Atelier Walther
4969,330a6e0bb38cb61ef52d,mentioned on object,print maker,Amsterdam,Abraham Rademaker
4970,330edf84aa0929cea591,mentioned on object,print maker,Northern Netherlands,Isaac Sorious
4971,3318040736ac93d462c8,,print maker,Antwerp,Johannes of Lucas van Doetechum
4972,331d4b5d608a2f1ccb74,mentioned on object,print maker,,Johannes Robertus Post Brants
4973,3321a4b6ae6be0344941,,,Pompeii,anonymous
4974,3323cf620b642d2f4386,,,,anonymous
4975,3323d3f2ec18657e7167,mentioned on object,print maker,Netherlands,Schelte Adamsz. Bolswert
4976,332858d8bf8a00e8bee1,mentioned on object,print maker,,Aegidius Sadeler
4977,332c9565ea912361c24f,,print maker,Amsterdam,Henricus Wilhelmus Couwenberg
4978,33320a78287294e95ee1,,painter,,Pieter van Anraedt
4979,3335e3e161a6ae5ddfa4,,,Netherlands,Jacob Olie jr.
4980,33380add8a7dc7c9c0f1,,print maker,France,anonymous
4981,33384f9e7250784a2c51,,print maker,,Jan van de Velde (II)
4982,333b69300110ea206f0b,mentioned on object,print maker,,Karl Russ
4983,333fc7c7107ced763779,mentioned on object,print maker,Netherlands,Franciscus Schluymer
4984,33469f2fdb967d4afcc8,,print maker,,Caspar Luyken
4985,3347f2b3d36e91f830d5,,,Haarlem,Peter Clausing
4986,334855e078a56a8eb77e,,,Batavia,Woodbury & Page
4987,3348b9210206e4d1022c,mentioned on object,print maker,Amsterdam,Abraham Rademaker
4988,33493f4e0165221f8475,,painter,,Raden Sarief Bastaman Saleh
4989,334d41c98381660c7ade,mentioned on object,print maker,Paris,Gabriel Huquier
4990,334d41c98381660c7ade,mentioned on object,,,Juste Aurèle Meissonnier
4991,335e1bae9c219850101f,signed by artist,,,Samuel Bourne
4992,335f458d1181f4191ff0,,,unknown,anonymous
4993,335fd1477824a4ef069d,,,"Dutch East Indies, The",Ohannes Kurkdjian
4994,335fd28e5c03130d0408,mentioned on object,print maker,Northern Netherlands,Johannes Rentiers
4995,33600d471c49be7a1e4e,mentioned on object,,Amsterdam,Johannes Wilhelmus Franciscus Offenberg
4996,3360398a935a6869fdea,mentioned on object,,Amsterdam,Cor Jaring
4997,3360c989bc6416052618,mentioned on object,print maker,Netherlands,Jacob Ernst Marcus
4998,33626a7ad76b4351f1f5,,,,Ilse Frech
4999,336671a95a53e22a628d,,,,Philip Henry Delamotte
5000,33702bbca0b25d76cd1a,mentioned on object,painter,Netherlands,Anton Mauve
5001,33755e98bcf629e98dae,mentioned on object,,Amsterdam,Wegner & Mottu
5002,3376f01a5dfb045e7c09,,,,anonymous
5003,33770b572dfce8a39857,,painter,,Karel du Jardin
5004,337c7abffe52cd4653b6,,painter,,George Hendrik Breitner
5005,337f4592df39daf0e227,,,England,anonymous
5006,3381fe75db6682b3283b,,,Suriname,Théodore van Lelyveld
5007,33875621f57814d0ff0b,workshop of,print maker,Netherlands,Jacob de Gheyn (II)
5008,3389d72e18ccdf40dd39,workshop of,print maker,Amsterdam,Bernard Picart
5009,338f9ccbe450ae62a023,,print maker,Utrecht,Crispijn van de Passe (I)
5010,33909b682ea9a5771247,mentioned on object,print maker,,Aegidius Sadeler
5011,33944d5425418f4300fa,,,,Woodbury & Page
5012,3398f66e8392f29b60f0,attributed to,print maker,Northern Netherlands,Romeyn de Hooghe
5013,3399f83ef51fa40573e0,mentioned on object,painter,,Rembrandt van Rijn
5014,339a072850372eebcb3d,copy after,painter,,Jean Baptiste Perroneau
5015,339a3c343d6ee6c698b9,mentioned on object,print maker,Netherlands,Carel de Moor (II)
5016,33a228b74ad33eea779a,mentioned on object,,The Hague,Adolphe Zimmermans
5017,33a4fb2d611fdf35e7f8,,print maker,Cologne,Crispijn van de Passe (I)
5018,33a67a8add0729a55159,,print maker,Northern Netherlands,Jan van de Velde (II)
5019,33a7d055fb052b1f9001,possibly,,Netherlands,Jean Baptiste August Kessler
5020,33aa2d6d11305bda4b77,,,,anonymous
5021,33abdc289023811890e3,attributed to,print maker,unknown,Johann Sadeler (I)
5022,33af06240bf2daa08490,attributed to,print maker,,Johannes of Lucas van Doetechum
5023,33afb5ed2572e5c9cf0a,workshop of,print maker,Haarlem,Hendrick Goltzius
5024,33b128771f1ef4ef5911,,,,Francis Frith
5025,33b2bcb5e6c93f906cd5,mentioned on object,print maker,,Hendrik Roosing
5026,33b464a14cf60e6da4e0,,,Surabaya,Herman Salzwedel
5027,33b57ec0af435adc7268,mentioned on object,print maker,,Mathias de Sallieth
5028,33bad6dd4a374d65cc2d,attributed to,,Woudrichem,anoniem (Monumentenzorg)
5029,33bad6dd4a374d65cc2d,possibly,,Woudrichem,A.J.M. Mulder
5030,33bb850face546d80f21,mentioned on object,,,G. Lekegian & Co.
5031,33bcabcec412e7df30cd,,,Berlin,Waldemar Titzenthaler
5032,33bccfdc18937b44cd4b,,print maker,Amsterdam,Jan Harmensz. Muller
5033,33bedece92062210fd36,,print maker,France,anonymous
5034,33c2c3ca1de5f6067a4e,mentioned on object,,France,Henri Béchard
5035,33c3489efd083b255c05,,,,James Higson
5036,33c3ef42c606a0207d52,attributed to,,Pompeii,Giorgio Sommer
5037,33ccdc70f4ccd7f0734d,attributed to,,Suriname,Augusta Curiel
5038,33cd8d67a5f4d4edb068,mentioned on object,print maker,Amsterdam,Abraham Rademaker
5039,33d1aa42d4d99f4aa48a,,,,Philip Henry Delamotte
5040,33d5f64bfeb5f44d32f6,,painter,Spain,anonymous
5041,33d7431a0d8726da485f,possibly,,France,Henry Pauw van Wieldrecht
5042,33dab6794576cb46164c,,painter,,Johannes Lingelbach
5043,33db9492185f8e24c896,,print maker,Utrecht,Hermanus Jan Hendrik van Rijkelijkhuysen
5044,33df4b5bff9380710eb3,mentioned on object,print maker,Antwerp,Paulus Pontius
